gene	gene_symb	major_transcript	minor_transcript	iso_ratio	diff	maj_pval	min_pval	p_value	corr	final_sp	event_importance	exclusive_domains	adj_pval
9604	RNF14	ENST00000507163.5	ENST00000506822.5	0.25	0.08339180503729454	0.004148232141211416	0.282290451012444	0.008163064797186143	0.7166833338286883	3	0.401186317525454	[]	0.00804222760602673
7341	SUMO1	ENST00000392244.7	ENST00000392245.5	0.25	0.05737583209116294	0.004156578934634555	0.011310037363641605	0.008177401170263615	0.6768238423824404	3	0.6538631062794259	[]	0.00805621410892593
7341	SUMO1	ENST00000392244.7	ENST00000409205.5	0.25	0.05737583209116294	0.004156578934634555	0.011686429109763431	0.008177401170263615	0.6669773800550871	3	0.5638806129520931	[]	0.00805621410892593
55183	RIF1	ENST00000243326.9	ENST00000444746.7	0.25	0.12638639389992598	0.00415745463143495	0.022463966519346176	0.008178905015750818	0.957166553753018	3	0.23984194710991885	[]	0.008057640597668947
344901	OSTN	ENST00000445281.5	ENST00000682035.1	0.25	0.7782970174200907	0.004165252786287324	0.004165252786287332	0.00819229485577665	0.7701972778720373	3	0.5863577405021805	[]	0.008070776753140768
344901	OSTN	ENST00000682035.1	ENST00000445281.5	0.25	0.7782970174200907	0.004165252786287332	0.004165252786287324	0.008192294855776664	0.7701972778720373	3	0.5863577405021804	[]	0.008070776753140768
25792	CIZ1	ENST00000393608.5	ENST00000372954.5	0.25	0.06880682916041186	0.004175747794872318	0.0729356036210894	0.008210309574487124	0.832964143505435	3	0.4670112802620159	[]	0.008088330770058664
808	CALM3	ENST00000597743.5	ENST00000391918.6	0.25	0.09999372724336197	0.004187314750437341	0.0031131030999722083	0.008230156655515275	0.9692355030747349	3	0.5266478275055257	['PF00036']	0.008107772156843695
25827	FBXL2	ENST00000538892.5	ENST00000451636.5	0.5	0.14615150517527023	0.002098923923684724	0.016984601700184863	0.008248222847726085	0.7068786925382078	2	0.24650222863090493	['PF13516', 'PF12937']	0.008125514163377718
23204	ARL6IP1	ENST00000304414.12	ENST00000562234.2	0.5	0.07953764603730984	0.002103851239196277	0.043353397276280424	0.008265119363560332	0.5231129821352665	2	0.9001171548922672	[]	0.00814207583407009
84447	SYVN1	ENST00000531018.5	ENST00000526060.5	0.25	0.17378739857644326	0.004213518324183769	0.0004190194662288901	0.008275088366034081	0.7615139638010268	3	0.7670725129952223	['PF13639']	0.008151757132794903
10771	ZMYND11	ENST00000403354.5	ENST00000381584.5	0.5	0.07493904919865374	0.0021112961201870412	0.2904215426950401	0.00829063805411197	0.6819823667189001	2	0.796463684872159	[]	0.008167019247160415
284129	SLC26A11	ENST00000361193.8	ENST00000546047.6	0.25	0.23924234335055486	0.004224422359690231	0.003798539414620565	0.00829377368160803	0.9517612225842421	3	0.47911376677311596	[]	0.008170052276851686
285203	EOGT	ENST00000403140.6	ENST00000540764.5	0.5	0.2170144536304935	0.0021126987458765815	0.005792137526919145	0.008295444339218696	0.6843737749099758	2	0.5938220742867627	['PF04577']	0.008171614230410015
23764	MAFF	ENST00000426621.6	ENST00000338483.7	0.25	0.13829563814982834	0.004237532917485759	0.20793426669897613	0.00831623081162377	0.6026333384368705	2	0.7600527044829074	[]	0.008191950426172856
79035	NABP2	ENST00000380198.6	ENST00000267023.9	0.25	0.08304148165778166	0.004241258523338482	0.0015764404862216523	0.008322610566033253	0.5772992454026261	3	0.6763416643362651	[]	0.00819820682065159
25888	ZNF473	ENST00000270617.8	ENST00000598809.5	0.5	0.1602057325378125	0.0021267655112428806	0.0012647974359509561	0.00834362029970902	0.6554509367038153	3	0.26265961902641616	['PF00096']	0.008218733969929106
641339	ZNF674	ENST00000523374.5	ENST00000414387.6	0.25	0.1353461014285564	0.004255898600067682	0.029700116590775313	0.008347672421713382	0.5495163781195024	2	0.832584710242107	[]	0.008222613027307908
2931	GSK3A	ENST00000676676.1	ENST00000678354.1	0.5	0.08403667986572902	0.0021293258288009598	0.019409505403294777	0.00835238388072597	0.9056808677200658	3	0.4044517624046538	[]	0.008227197664115888
9100	USP10	ENST00000562283.5	ENST00000540269.6	0.25	0.09151914990330054	0.004298944509163805	0.0009132304462127603	0.008421288496669536	0.9324503662399809	3	0.4957200121599776	['PF07145']	0.008294502510603517
100037417	DDT	ENST00000428792.1	ENST00000350608.7	0.25	0.13690007903547013	0.004339508598561287	0.062150900651324024	0.008490561586763793	0.846693447359106	3	0.2985629019402076	[]	0.008362103811373213
9054	NFS1	ENST00000541387.5	ENST00000440385.5	0.25	0.1513983405996252	0.0043452016832379045	0.04345891982533451	0.008500276313212709	0.816561375031667	3	0.22484819016655022	['PF00266']	0.008371528474118647
51747	LUC7L3	ENST00000625349.2	ENST00000508482.5	0.25	0.057753315544910755	0.00435410792070188	0.010657938563090351	0.008515470250409855	0.7058624979281477	3	0.7815957669697222	['PF03194']	0.00838626293406235
57407	NMRAL1	ENST00000572110.1	ENST00000571448.5	0.5	0.09737898567445723	0.0021887305205476157	0.03737309301544793	0.008555288797406118	0.8119530807937068	2	0.3008975210522716	[]	0.008424843656199488
57407	NMRAL1	ENST00000572110.1	ENST00000283429.11	0.5	0.06368502132051963	0.0021887305205476157	0.40538675348478703	0.008555288797406118	0.5260753911911694	2	0.3103709753435643	['PF05368']	0.008424843656199488
4784	NFIX	ENST00000587760.5	ENST00000397661.6	0.25	0.24348571175097927	0.004377826829096839	0.056462679132736594	0.008555912240895516	0.5241716190915565	1	0.6683194141186759	[]	0.008425313572383214
3066	HDAC2	ENST00000368632.6	ENST00000519108.5	0.25	0.515325471743781	0.004379677747537347	0.00412653281420914	0.008559066800909487	0.9838832064487111	3	0.6651200070968396	[]	0.008428247091257697
3300	DNAJB2	ENST00000425450.5	ENST00000392086.8	0.25	0.10132331524278437	0.00438792935269131	0.019562731139540143	0.00857312781056031	0.7871840884542082	3	0.8693120732732893	[]	0.008442035463115673
200312	RNF215	ENST00000631046.2	ENST00000630264.1	0.25	0.16297534742918454	0.004392727497860979	0.0003319048701890131	0.008581302225341576	0.8534547636699078	1	0.27353495253691745	[]	0.00844996932321388
200558	APLF	ENST00000529851.5	ENST00000303795.9	0.75	0.30434637300776957	0.0014714475054796931	0.0014714475054796957	0.008618110672920416	0.7534462026146653	1	0.7927630222426153	['PF17913', 'PF10283']	0.008485779987240576
200558	APLF	ENST00000303795.9	ENST00000529851.5	0.75	0.30434637300776957	0.0014714475054796957	0.0014714475054796931	0.00861811067292043	0.7534462026146652	1	0.7927630222426153	['PF10283', 'PF17913']	0.008485779987240576
374291	NDUFS7	ENST00000546172.7	ENST00000534853.5	0.25	0.2513639827305925	0.004416487528026184	0.009780722686118522	0.008621761990911556	0.6308113135717819	3	0.786955067373225	[]	0.00848917129896013
163702	IFNLR1	ENST00000327575.6	ENST00000374419.1	0.75	0.0975294987149401	0.0014748060518963596	0.07327670774715701	0.008635259537791023	0.867967137432912	1	0.11136242252601757	['PF01108']	0.008502286843821753
121643	FOXN4	ENST00000299162.10	ENST00000355216.5	0.25	0.3152163846343185	0.004437679703306937	0.09668940313409813	0.008657822117180587	0.730928470015218	2	0.6688193384674619	[]	0.008524414544259003
6790	AURKA	ENST00000395915.8	ENST00000395911.5	0.5	0.14571179336209533	0.0022207020854415815	0.1914322886198786	0.008664156969540619	0.5048020647147116	2	0.5040874254814938	[]	0.0085306226147602
202018	TAPT1	ENST00000405303.7	ENST00000505603.5	0.25	0.06331985993566108	0.004448394860711951	0.46369429662123807	0.00867604514875472	0.6735645884493305	3	0.8445073481970679	['PF05346']	0.008542181526443813
23370	ARHGEF18	ENST00000617428.4	ENST00000594665.2	0.25	0.12382773505285538	0.0044502600944806014	0.0005207620629177804	0.008679216650819527	0.5577372541308089	3	0.8500697801512197	[]	0.008545274875656393
5217	PFN2	ENST00000497148.5	ENST00000239940.11	0.25	0.08552910082229197	0.004450642809630679	0.00792216786329513	0.00867986736647283	0.9455986927824854	3	0.39089262000104397	[]	0.00854588632755742
27089	UQCRQ	ENST00000378665.1	ENST00000378667.1	0.25	0.2679055904946971	0.004451009794911569	0.0047818453462731385	0.008680491329515394	0.5821014282878173	3	0.7937199674800186	[]	0.008546325316999049
22903	BTBD3	ENST00000449299.5	ENST00000455911.5	0.25	0.10770663049521496	0.004459446913734646	0.020737615026152782	0.008694834371340965	0.6761635877922352	2	0.33554222114293264	['PF00651']	0.0085602710402799
100133315	nan	ENST00000528511.6	ENST00000528184.1	0.5	0.06899401660510271	0.002236060479182335	0.45749996426699596	0.008716372659271637	0.5537351390223564	1	0.31611434112133874	[]	0.008581211896035515
55743	CHFR	ENST00000443047.6	ENST00000536932.5	0.25	0.06377832280242336	0.004475579404887222	0.12582022726544023	0.008722248387240953	0.8028018279343737	3	0.46688830660407354	['PF13923', 'PF00498', 'PF17979', 'PF10283']	0.008586849690404314
55743	CHFR	ENST00000443047.6	ENST00000535527.5	0.25	0.06377832280242336	0.004475579404887222	0.011056010489009692	0.008722248387240953	0.8624289575481622	3	0.516409511372437	['PF13923', 'PF00498', 'PF17979', 'PF10283']	0.008586849690404314
821	CANX	ENST00000452673.6	ENST00000506654.6	0.25	0.11033027052991026	0.004476975356106155	0.031694880400551434	0.008724619849372835	0.9731790240169321	3	0.1937921285705268	[]	0.0085890668503934
821	CANX	ENST00000452673.6	ENST00000680812.1	0.25	0.05956962428099592	0.004476975356106155	0.0012807529351874577	0.008724619849372835	0.8732041253050058	3	0.15757285390001993	[]	0.0085890668503934
4927	NUP88	ENST00000572290.1	ENST00000572809.1	0.25	0.06992490226273756	0.0044817902102057385	0.0946576461643525	0.008732798558464486	0.7497250397557242	3	0.1850228556207731	['PF10168']	0.00859694208942146
7082	TJP1	ENST00000545208.6	ENST00000400007.8	0.25	0.059224386168539395	0.004519272568267816	0.0590040640881647	0.008796423521785906	0.543663128889215	1	0.8195479378566572	['PF07653', 'PF00595', 'PF00625']	0.008659044184878712
9526	MPDU1	ENST00000250124.11	ENST00000574558.1	0.25	0.06346707755133923	0.004519649524404174	0.08741605429003169	0.008797062995536993	0.5053262366331688	3	0.8436696039021429	['PF04193']	0.008659614439260018
9728	SECISBP2L	ENST00000261847.7	ENST00000559471.6	0.25	0.18433694347059365	0.004535655623985664	0.08078172023949096	0.008824208726397975	0.9223170241361585	3	0.8020977689342031	[]	0.008686068667355466
91452	ACBD5	ENST00000396271.8	ENST00000375901.5	0.25	0.11642316328412441	0.004554842212803356	0.10695359803218861	0.008856729840418352	0.8769380979780883	3	0.24304227581614038	['PF00887']	0.008717752686853835
332	BIRC5	ENST00000301633.8	ENST00000350051.8	0.25	0.18979092180229407	0.004568777973387242	0.0027112592518855707	0.008880338170407938	0.6254971822095207	3	0.809423647223168	[]	0.008740751389958314
84307	ZNF397	ENST00000591206.5	ENST00000585800.1	0.25	0.0653218394768813	0.00457915063476464	0.053747042710829404	0.008897903415572537	0.7292346928599143	3	0.23325045398551275	[]	0.008757501331957122
51123	ZNF706	ENST00000517844.5	ENST00000519103.1	0.25	0.116925615137679	0.004579287684017951	0.016234120390238083	0.008898135457814057	0.9719480180084258	2	0.32812682749054944	['PF04419', 'PF12874']	0.008757639843487349
917	CD3G	ENST00000532917.3	ENST00000392883.6	0.75	0.415976216106415	0.0015264914417544699	0.252113266366629	0.008898451464110342	0.6904668396609518	1	0.5091123980508151	[]	0.0087579209027705
11178	LZTS1	ENST00000381569.5	ENST00000265801.6	0.25	0.4830851560823059	0.004589358878994088	0.038806891605352035	0.008915184498711013	0.9020467501689372	2	0.4487338065663564	[]	0.008774238985307058
57335	ZNF286A	ENST00000395894.6	ENST00000464847.6	0.25	0.058991601668652444	0.004609134843690247	0.07788041494602163	0.00894864621136695	0.7683951145180054	3	0.23373501116887435	['PF13465', 'PF00096']	0.008806690283641148
9961	MVP	ENST00000565164.1	ENST00000566066.5	0.25	0.06876380059071441	0.00461490028219446	0.0226738684481957	0.008958397563144089	0.8223382640358077	1	0.3925461695254561	['PF17794']	0.008816105990058961
9961	MVP	ENST00000565164.1	ENST00000395353.5	0.25	0.26485002117197215	0.00461490028219446	0.09223168783077397	0.008958397563144089	0.6945873168953246	1	0.5273541280921075	['PF11978', 'PF01505', 'PF17796', 'PF17795', 'PF17794']	0.008816105990058961
9772	TMEM94	ENST00000582455.5	ENST00000577245.1	0.25	0.05335348635384039	0.0046261283870714116	0.0008917771816894254	0.008977383008092425	0.7262944381920619	1	0.3277859508069426	[]	0.008834487645704495
27130	INVS	ENST00000262457.7	ENST00000262456.6	0.5	0.06517927662480338	0.0023227665073183345	0.004415435126415372	0.009010177968523462	0.5473705731886435	2	0.9236402750261345	[]	0.008866305595798584
9562	MINPP1	ENST00000536010.1	ENST00000371994.8	0.25	0.0830588633852905	0.004656356274640279	0.3730352014562709	0.009028461105062401	0.6702807906263777	3	0.6317574265481753	[]	0.008884114420526045
9562	MINPP1	ENST00000536010.1	ENST00000371996.9	0.25	0.42895963347731164	0.004656356274640279	0.012191110806064142	0.009028461105062401	0.9915716963187937	3	0.6147090974115373	[]	0.008884114420526045
85302	FBF1	ENST00000586631.2	ENST00000319129.10	0.25	0.18263408490394362	0.004660403959826346	0.008836021700276296	0.009035297019871281	0.7502406139418344	3	0.6344097027575768	[]	0.008890658533864575
23554	TSPAN12	ENST00000450414.5	ENST00000415871.5	0.25	0.26941725700913266	0.004673960174347559	0.030823654194800192	0.00905818497497061	0.9422764094796587	3	0.4650358550528792	['PF00335']	0.008912875142473084
23554	TSPAN12	ENST00000450414.5	ENST00000222747.8	0.25	0.05860096955473318	0.004673960174347559	0.07999453005937765	0.00905818497497061	0.501207801372375	3	0.44434308390690735	['PF00335']	0.008912875142473084
59341	TRPV4	ENST00000536838.1	ENST00000261740.7	0.25	0.19241934174559921	0.004677074320091513	0.533825605256	0.009063441427102508	0.5869183873271192	3	0.5069954650405262	[]	0.00891798624563293
5871	MAP4K2	ENST00000435926.5	ENST00000439069.5	0.5	0.07575592982880641	0.0023417425969942426	0.14063796779429585	0.009074260885617174	0.8182757030572807	2	0.15039890927478897	['PF00069']	0.008928265475052918
92335	STRADA	ENST00000582026.2	ENST00000638708.1	0.5	0.08880613075739363	0.002342548525509378	0.07858702449060764	0.00907698082788627	0.5897004583944323	2	0.4349262721301841	['PF00069']	0.008930849980719758
1642	DDB1	ENST00000679588.1	ENST00000680717.1	0.25	0.1048051290901226	0.004691806513199867	0.0015541259081779148	0.00908830127956742	0.8863791477113722	3	0.6505301698092425	[]	0.008941682217461522
1642	DDB1	ENST00000679588.1	ENST00000681803.1	0.25	0.24342780726206642	0.004691806513199867	0.022825376171262707	0.00908830127956742	0.9732503262218714	3	0.7034547227813058	[]	0.008941682217461522
4122	MAN2A2	ENST00000559704.1	ENST00000558161.5	0.5	0.10694881560590719	0.002349529935762973	0.09576081509734918	0.009100536714707567	0.8180945181629888	1	0.661999089692685	[]	0.008953444521278787
83590	TMUB1	ENST00000476627.5	ENST00000488752.5	0.25	0.20996146178702835	0.004699892270665949	0.022190138626988865	0.00910194068042844	0.6140351967677952	3	0.7407921045885862	[]	0.008954795152117336
23759	PPIL2	ENST00000681956.1	ENST00000458567.5	0.25	0.07570397608218177	0.004709955258155304	0.03838342181451238	0.00911891050066736	0.8712303051824275	3	0.7293894683381901	['PF00160']	0.008971398532570203
8570	KHSRP	ENST00000600480.2	ENST00000595258.1	0.25	0.08698677431767238	0.004728102402973072	0.0017580000739865706	0.009149499542263118	0.8589672715436879	3	0.7271192985155109	['PF09005']	0.009001153921545296
84197	POMK	ENST00000674676.1	ENST00000331373.10	0.25	0.11783027304913893	0.00475095136503678	0.00910056175486989	0.00918798926600643	0.8482011845171585	1	0.36418722554991917	[]	0.009038803065579717
8892	EIF2B2	ENST00000553401.5	ENST00000556028.5	0.25	0.31123454096505637	0.00475121339567763	0.004063113876361323	0.00918843050445835	0.8565533835143307	3	0.71617742111469	[]	0.009039206205876673
64799	IQCH	ENST00000629425.2	ENST00000558759.1	0.5	0.060795600904815984	0.002385201639646142	0.001939226957800553	0.009220734912105559	0.8450505310856359	2	0.21122391485366815	[]	0.009070892847774186
27089	UQCRQ	ENST00000378667.1	ENST00000378665.1	0.25	0.2679055904946971	0.0047818453462731385	0.004451009794911569	0.009239987392576188	0.5821014282878173	3	0.7937199674800187	[]	0.00908961471365608
3329	HSPD1	ENST00000345042.6	ENST00000677913.1	0.25	0.36043206014600826	0.004789160483074787	0.0023398030489297393	0.009252292291385788	0.9540624397460085	1	0.6844969536315284	[]	0.009101657063598107
11194	ABCB8	ENST00000542328.5	ENST00000482309.5	0.25	0.05815981137537212	0.0048174603092954	0.12771976835015592	0.009299869575343464	0.8555041964402642	3	0.1600127366922785	['PF00664', 'PF00005']	0.009147958806347226
1639	DCTN1	ENST00000409567.7	ENST00000409868.5	0.25	0.07011994621647089	0.004846100122684194	0.4752325413919783	0.009347976128578307	0.7219704445504767	3	0.28039310022541714	[]	0.009194587193733067
91966	EOLA1	ENST00000450602.6	ENST00000423421.5	0.5	0.1298822409648715	0.002423364435098615	0.16754900837755413	0.009349031765863944	0.8994271794401528	1	0.40669576628844095	[]	0.009195531086073891
7543	ZFX	ENST00000338565.3	ENST00000304543.10	0.25	0.07253383667606035	0.004877513531080447	0.18449517287615863	0.009400692863716973	0.6581256890448671	2	0.698723529256972	[]	0.00924586924136378
80017	DGLUCY	ENST00000517306.5	ENST00000523461.5	0.25	0.055985786542468524	0.0048799643178326964	0.1251546283393483	0.009404803545594006	0.7381055697804095	3	0.19259365769726688	[]	0.009249880560674361
3619	INCENP	ENST00000533896.5	ENST00000278849.4	0.25	0.1512913183654869	0.0048978462641849655	0.006123884737844048	0.009434787464763315	0.6698639853332509	3	0.6253892907530607	['PF03941']	0.009278830589327382
10555	AGPAT2	ENST00000538402.1	ENST00000371696.7	0.25	0.15416204903987402	0.004912438710715283	0.017685210850838497	0.009459243551004201	0.5963178495003578	3	0.8618555863018388	[]	0.00930265949876714
64081	PBLD	ENST00000309049.8	ENST00000468798.5	0.25	0.061265429185029294	0.004914683930565676	0.2258032928962148	0.00946300544529365	0.514599826189031	1	0.2493924608146922	[]	0.00930626354602607
